date,site,EPTFUS,LASBOR,LASCIN,LASNOC,NYCHUM,PERSUB,TADBRA,noid,temp,humidity,pressure,wind,temp_max,temp_min,wind_direct,rain,night_span,weekday,year,month,day,season,julian,julian1,complete,month1,year1,year2,total_raw,EPTFUS_raw,LASBOR_raw,LASCIN_raw,LASNOC_raw,NYCHUM_raw,PERSUB_raw,TADBRA_raw,noid_raw,id_raw,total1_raw,total1_sd,EPTFUS_sd,LASBOR_sd,LASCIN_sd,LASNOC_sd,NYCHUM_sd,PERSUB_sd,TADBRA_sd,time
2017-01-03,Reccontrol,0,0,0,0.25,0,0,0.25,0.5,8.333333333,100,97.86161845,13.12,11.11111111,5.555555556,240,1.2192,14.21666667,Tuesday,2017,1,3,Winter,3,3,yes,Jan,2017,2016,4,0,0,0,1,0,0,1,2,2,4,0.281359906,0,0,0,0.070339977,0,0,0.070339977,Winter-2016
2017-01-04,Reccontrol,0.25,0,0,0.5,0,0,0,0.25,8.333333333,64,97.48913478,17.28,13.88888889,2.222222222,320,0,14.2,Wednesday,2017,1,4,Winter,4,4,yes,Jan,2017,2016,4,1,0,0,2,0,0,0,1,3,4,0.281690141,0.070422535,0,0,0.14084507,0,0,0,Winter-2016
2017-01-06,Reccontrol,0.5,0,0,0.5,0,0,0,0,0.555555556,68,98.33568857,11.84,3.888888889,-3.333333333,40,0.4064,14.18333333,Friday,2017,1,6,Winter,6,6,yes,Jan,2017,2016,2,1,0,0,1,0,0,0,0,2,2,0.141010576,0.070505288,0,0,0.070505288,0,0,0,Winter-2016
2017-01-07,Reccontrol,0,0,1,0,0,0,0,0,-5.555555556,72,98.91134515,19.04,-2.222222222,-8.888888889,20,1.3716,14.16666667,Saturday,2017,1,7,Winter,7,7,yes,Jan,2017,2016,1,0,0,1,0,0,0,0,0,1,1,0.070588235,0,0,0.070588235,0,0,0,0,Winter-2016
2017-01-10,Reccontrol,0,0,0,0.5,0,0,0,0.5,0,59,99.89334755,9.6,6.111111111,-6.111111111,220,0,14.11666667,Tuesday,2017,1,10,Winter,10,10,yes,Jan,2017,2016,2,0,0,0,1,0,0,0,1,1,2,0.141676505,0,0,0,0.070838253,0,0,0,Winter-2016
2017-01-12,Reccontrol,0.887096774,0,0,0.048387097,0,0,0,0.064516129,13.33333333,80,99.28382882,17.92,20.55555556,6.111111111,230,0,14.08333333,Thursday,2017,1,12,Winter,12,12,yes,Jan,2017,2016,62,55,0,0,3,0,0,0,4,58,62,4.402366865,3.905325445,0,0,0.213017752,0,0,0,Winter-2016
2017-01-13,Reccontrol,0.619047619,0,0.047619048,0.095238095,0,0,0,0.238095238,17.22222222,77,99.65631249,10.88,23.33333333,11.11111111,50,0,14.06666667,Friday,2017,1,13,Winter,13,13,yes,Jan,2017,2016,21,13,0,1,2,0,0,0,5,16,21,1.492890995,0.924170616,0,0.071090047,0.142180095,0,0,0,Winter-2016
2017-01-14,Reccontrol,0,0,0.222222222,0,0,0,0,0.777777778,9.444444444,70,99.92720971,13.28,13.88888889,5,40,0,14.03333333,Saturday,2017,1,14,Winter,14,14,yes,Jan,2017,2016,9,0,0,2,0,0,0,0,7,2,9,0.641330166,0,0,0.142517815,0,0,0,0,Winter-2016
2017-01-15,Reccontrol,0,0,0,0,0,0,1,0,11.11111111,80,99.31769097,10.24,15.55555556,6.111111111,70,0.0762,14.01666667,Sunday,2017,1,15,Winter,15,15,yes,Jan,2017,2016,1,0,0,0,0,0,0,1,0,1,1,0.071343639,0,0,0,0,0,0,0.071343639,Winter-2016
2017-01-16,Reccontrol,0,0,0.666666667,0,0,0,0,0.333333333,10,80,99.52086388,8,12.22222222,7.222222222,100,0,14,Monday,2017,1,16,Winter,16,16,yes,Jan,2017,2016,3,0,0,2,0,0,0,0,1,2,3,0.214285714,0,0,0.142857143,0,0,0,0,Winter-2016
2017-01-17,Reccontrol,1,0,0,0,0,0,0,0,11.66666667,95,98.91134515,13.92,15,7.777777778,220,0.2032,13.96666667,Tuesday,2017,1,17,Winter,17,17,yes,Jan,2017,2016,3,3,0,0,0,0,0,0,0,3,3,0.214797136,0.214797136,0,0,0,0,0,0,Winter-2016
2017-01-18,Reccontrol,0.952380952,0,0,0,0,0,0,0.047619048,12.77777778,62,98.30182642,15.36,19.44444444,6.111111111,300,0,13.95,Wednesday,2017,1,18,Winter,18,18,yes,Jan,2017,2016,21,20,0,0,0,0,0,0,1,20,21,1.505376344,1.433691756,0,0,0,0,0,0,Winter-2016
2017-01-19,Reccontrol,0,0,0.529411765,0,0,0,0.264705882,0.205882353,9.444444444,67,98.50499933,3.84,16.66666667,2.222222222,250,0,13.93333333,Thursday,2017,1,19,Winter,19,19,yes,Jan,2017,2016,34,0,0,18,0,0,0,9,7,27,34,2.440191388,0,0,1.291866029,0,0,0,0.645933015,Winter-2016
2017-01-20,Reccontrol,0,0,1,0,0,0,0,0,10.55555556,93,97.99706706,5.12,12.77777778,8.333333333,320,0.8636,13.9,Friday,2017,1,20,Winter,20,20,yes,Jan,2017,2016,3,0,0,3,0,0,0,0,0,3,3,0.215827338,0,0,0.215827338,0,0,0,0,Winter-2016
2017-01-22,Reccontrol,1,0,0,0,0,0,0,0,11.66666667,100,97.01506466,12.64,12.22222222,10.55555556,110,1.3208,13.85,Sunday,2017,1,22,Winter,22,22,yes,Jan,2017,2016,1,1,0,0,0,0,0,0,0,1,1,0.072202166,0.072202166,0,0,0,0,0,0,Winter-2016
2017-01-23,Reccontrol,1,0,0,0,0,0,0,0,9.444444444,94,95.99920011,17.44,12.77777778,5.555555556,70,2.2606,13.83333333,Monday,2017,1,23,Winter,23,23,yes,Jan,2017,2016,1,1,0,0,0,0,0,0,0,1,1,0.072289157,0.072289157,0,0,0,0,0,0,Winter-2016
2017-01-24,Reccontrol,0.833333333,0,0,0,0,0,0,0.166666667,9.444444444,73,97.08278896,16.8,15,3.888888889,300,0.0254,13.8,Tuesday,2017,1,24,Winter,24,24,yes,Jan,2017,2016,6,5,0,0,0,0,0,0,1,5,6,0.434782609,0.362318841,0,0,0,0,0,0,Winter-2016
2017-01-30,Reccontrol,0,0,0,0,0,0,0,1,2.222222222,44,98.09865351,16,6.666666667,-2.222222222,300,0,13.63333333,Monday,2017,1,30,Winter,30,30,yes,Jan,2017,2016,1,0,0,0,0,0,0,0,1,0,1,0.073349633,0,0,0,0,0,0,0,Winter-2016
2017-01-31,Reccontrol,0.333333333,0,0,0,0.166666667,0,0,0.5,8.333333333,43,98.09865351,18.56,18.33333333,-2.222222222,240,0,13.61666667,Tuesday,2017,1,31,Winter,31,31,yes,Jan,2017,2016,6,2,0,0,0,1,0,0,3,3,6,0.440636475,0.146878825,0,0,0,0.073439412,0,0,Winter-2016
2018-01-01,Reccontrol,0,0,0.333333333,0,0,0,0,0.666666667,-6.666666667,42,99.7917611,11.36,-2.777777778,-10.55555556,320,0,14.25,Monday,2018,1,1,Winter,1,1,yes,Jan,2018,2017,3,0,0,1,0,0,0,0,2,1,3,0.210526316,0,0,0.070175439,0,0,0,0,Winter-2017
2018-01-02,Reccontrol,0.571428571,0,0.142857143,0,0,0,0.142857143,0.142857143,-6.666666667,44,99.96107186,4.16,-0.555555556,-13.33333333,30,0,14.23333333,Tuesday,2018,1,2,Winter,2,2,yes,Jan,2018,2017,7,4,0,1,0,0,0,1,1,6,7,0.491803279,0.281030445,0,0.070257611,0,0,0,0.070257611,Winter-2017
2018-01-05,Reccontrol,0,0,1,0,0,0,0,0,-6.666666667,41,98.877483,15.52,-1.111111111,-12.77777778,300,0,14.18333333,Friday,2018,1,5,Winter,5,5,yes,Jan,2018,2017,3,0,0,3,0,0,0,0,0,3,3,0.211515864,0,0,0.211515864,0,0,0,0,Winter-2017
2018-01-06,Reccontrol,0.5,0,0.125,0,0,0,0,0.375,-8.333333333,40,99.69017464,12.16,-3.333333333,-13.33333333,330,0,14.18333333,Saturday,2018,1,6,Winter,6,6,yes,Jan,2018,2017,8,4,0,1,0,0,0,0,3,5,8,0.564042303,0.282021152,0,0.070505288,0,0,0,0,Winter-2017
2018-01-07,Reccontrol,0,0,0.5,0.125,0,0,0,0.375,-8.333333333,42,100.1303826,7.68,-2.222222222,-14.44444444,200,0,14.16666667,Sunday,2018,1,7,Winter,7,7,yes,Jan,2018,2017,8,0,0,4,1,0,0,0,3,5,8,0.564705882,0,0,0.282352941,0.070588235,0,0,0,Winter-2017
2018-01-08,Reccontrol,0.545454545,0,0.181818182,0,0,0,0,0.272727273,-0.555555556,54,99.31769097,12.32,6.111111111,-7.777777778,170,0.0254,14.15,Monday,2018,1,8,Winter,8,8,yes,Jan,2018,2017,11,6,0,2,0,0,0,0,3,8,11,0.777385159,0.424028269,0,0.141342756,0,0,0,0,Winter-2017
2018-01-09,Reccontrol,0.647058824,0.014705882,0.014705882,0.029411765,0.014705882,0,0,0.279411765,8.888888889,71,99.08065591,5.28,17.77777778,-0.555555556,300,0,14.13333333,Tuesday,2018,1,9,Winter,9,9,yes,Jan,2018,2017,68,44,1,1,2,1,0,0,19,49,68,4.811320756,3.113207548,0.070754717,0.070754717,0.141509434,0.070754717,0,0,Winter-2017
2018-01-10,Reccontrol,0.142857143,0,0.571428571,0.142857143,0,0,0,0.142857143,8.888888889,63,99.48700173,8,12.22222222,5.555555556,50,0,14.11666667,Wednesday,2018,1,10,Winter,10,10,yes,Jan,2018,2017,7,1,0,4,1,0,0,0,1,6,7,0.495867768,0.070838253,0,0.283353011,0.070838253,0,0,0,Winter-2017
2018-01-11,Reccontrol,0.272727273,0.090909091,0,0,0,0,0.181818182,0.454545455,11.11111111,92,99.14838022,12.48,17.22222222,4.444444444,170,0.2286,14.1,Thursday,2018,1,11,Winter,11,11,yes,Jan,2018,2017,11,3,1,0,0,0,0,2,5,6,11,0.780141844,0.212765957,0.070921986,0,0,0,0,0.141843972,Winter-2017
2018-01-12,Reccontrol,0.5625,0,0.0625,0.0625,0,0,0,0.3125,16.66666667,97,97.65844554,18.88,20.55555556,12.22222222,270,3.1496,14.08333333,Friday,2018,1,12,Winter,12,12,yes,Jan,2018,2017,16,9,0,1,1,0,0,0,5,11,16,1.136094675,0.639053255,0,0.071005917,0.071005917,0,0,0,Winter-2017
2018-01-13,Reccontrol,0.923076923,0,0.076923077,0,0,0,0,0,3.888888889,57,98.16637782,19.36,12.77777778,-5,310,0,14.06666667,Saturday,2018,1,13,Winter,13,13,yes,Jan,2018,2017,13,12,0,1,0,0,0,0,0,13,13,0.924170616,0.853080569,0,0.071090047,0,0,0,0,Winter-2017
2018-01-16,Reccontrol,0,0,0,0,0,0,1,0,0,56,99.58858819,4.48,6.666666667,-7.222222222,220,0,14,Tuesday,2018,1,16,Winter,16,16,yes,Jan,2018,2017,1,0,0,0,0,0,0,1,0,1,1,0.071428571,0,0,0,0,0,0,0.071428571,Winter-2017
2018-01-20,Reccontrol,1,0,0,0,0,0,0,0,3.888888889,63,98.8097587,10.72,12.77777778,-5,310,0,13.9,Saturday,2018,1,20,Winter,20,20,yes,Jan,2018,2017,3,3,0,0,0,0,0,0,0,3,3,0.215827338,0.215827338,0,0,0,0,0,0,Winter-2017
2018-01-21,Reccontrol,0.5,0.014705882,0.161764706,0.029411765,0.014705882,0,0,0.279411765,8.888888889,70,99.01293161,6.72,18.33333333,-1.111111111,240,0,13.88333333,Sunday,2018,1,21,Winter,21,21,yes,Jan,2018,2017,68,34,1,11,2,1,0,0,19,49,68,4.897959185,2.448979592,0.072028812,0.792316927,0.144057623,0.072028812,0,0,Winter-2017
2018-01-22,Reccontrol,0,0,0.418604651,0.023255814,0.093023256,0,0.046511628,0.418604651,10.55555556,73,98.77589655,12.8,17.22222222,3.333333333,170,0,13.85,Monday,2018,1,22,Winter,22,22,yes,Jan,2018,2017,43,0,0,18,1,4,0,2,18,25,43,3.104693141,0,0,1.299638989,0.072202166,0.288808664,0,0.144404332,Winter-2017
2018-01-23,Reccontrol,0.5,0,0.131578947,0.026315789,0,0,0,0.342105263,12.22222222,63,97.69230769,26.72,19.44444444,4.444444444,250,1.016,13.83333333,Tuesday,2018,1,23,Winter,23,23,yes,Jan,2018,2017,38,19,0,5,1,0,0,0,13,25,38,2.746987952,1.373493976,0,0.361445783,0.072289157,0,0,0,Winter-2017
2018-01-24,Reccontrol,1,0,0,0,0,0,0,0,5,54,98.67431009,14.08,10.55555556,-1.111111111,320,0,13.8,Wednesday,2018,1,24,Winter,24,24,yes,Jan,2018,2017,1,1,0,0,0,0,0,0,0,1,1,0.072463768,0.072463768,0,0,0,0,0,0,Winter-2017
2018-01-26,Reccontrol,0,0,0.555555556,0,0,0,0,0.444444444,5,48,100.2996934,9.44,12.22222222,-2.777777778,210,0,13.75,Friday,2018,1,26,Winter,26,26,yes,Jan,2018,2017,27,0,0,15,0,0,0,0,12,15,27,1.963636364,0,0,1.090909091,0,0,0,0,Winter-2017
2019-01-01,Reccontrol,0.261904762,0.134920635,0.015873016,0.007936508,0.19047619,0,0.047619048,0.341269841,13.88888889,78,98.47113718,13.6,18.88888889,8.888888889,210,0.0254,14.25,Tuesday,2019,1,1,Winter,1,1,yes,Jan,2019,2018,126,33,17,2,1,24,0,6,43,83,126,8.842105263,2.315789474,1.192982456,0.140350877,0.070175439,1.684210526,0,0.421052632,Winter-2018
2019-01-04,Reccontrol,0,0,0,0,0,0,0,1,11.11111111,100,97.8954806,9.12,13.33333333,8.333333333,150,1.3462,14.2,Friday,2019,1,4,Winter,4,4,yes,Jan,2019,2018,2,0,0,0,0,0,0,0,2,0,2,0.14084507,0,0,0,0,0,0,0,Winter-2018
2019-01-05,Reccontrol,0,0,1,0,0,0,0,0,11.66666667,63,97.59072124,22.56,16.11111111,6.666666667,290,0,14.18333333,Saturday,2019,1,5,Winter,5,5,yes,Jan,2019,2018,1,0,0,1,0,0,0,0,0,1,1,0.070505288,0,0,0.070505288,0,0,0,0,Winter-2018
2019-01-06,Reccontrol,0.5625,0.0625,0.0625,0,0,0,0,0.3125,12.22222222,57,98.77589655,11.2,18.88888889,5.555555556,320,0,14.18333333,Sunday,2019,1,6,Winter,6,6,yes,Jan,2019,2018,16,9,1,1,0,0,0,0,5,11,16,1.128084607,0.634547591,0.070505288,0.070505288,0,0,0,0,Winter-2018
2019-01-08,Reccontrol,0.604651163,0.11627907,0,0,0,0,0.023255814,0.255813953,12.77777778,77,98.47113718,14.88,18.33333333,6.666666667,230,0,14.15,Tuesday,2019,1,8,Winter,8,8,yes,Jan,2019,2018,43,26,5,0,0,0,0,1,11,32,43,3.038869258,1.83745583,0.35335689,0,0,0,0,0.070671378,Winter-2018
2019-01-09,Reccontrol,0,0,0,0,0,0,0,1,7.777777778,38,97.99706706,24,13.33333333,1.666666667,280,0,14.13333333,Wednesday,2019,1,9,Winter,9,9,yes,Jan,2019,2018,1,0,0,0,0,0,0,0,1,0,1,0.070754717,0,0,0,0,0,0,0,Winter-2018
2019-01-10,Reccontrol,0,0,0,1,0,0,0,0,0,46,98.60658579,16.16,3.888888889,-4.444444444,290,0,14.11666667,Thursday,2019,1,10,Winter,10,10,yes,Jan,2019,2018,1,0,0,0,1,0,0,0,0,1,1,0.070838253,0,0,0,0.070838253,0,0,0,Winter-2018
2019-01-11,Reccontrol,0,0,0.666666667,0,0,0,0,0.333333333,0,52,99.24996667,3.68,6.666666667,-7.222222222,60,0,14.1,Friday,2019,1,11,Winter,11,11,yes,Jan,2019,2018,3,0,0,2,0,0,0,0,1,2,3,0.212765957,0,0,0.141843972,0,0,0,0,Winter-2018
2019-01-12,Reccontrol,0,0,0,0,0,0,0,1,1.666666667,62,99.65631249,10.88,3.333333333,-0.555555556,30,0.4318,14.08333333,Saturday,2019,1,12,Winter,12,12,yes,Jan,2019,2018,1,0,0,0,0,0,0,0,1,0,1,0.071005917,0,0,0,0,0,0,0,Winter-2018
2019-01-15,Reccontrol,0,0,0,0,0.333333333,0,0.333333333,0.333333333,3.888888889,75,98.94520731,5.12,8.888888889,-1.111111111,270,0,14.01666667,Tuesday,2019,1,15,Winter,15,15,yes,Jan,2019,2018,3,0,0,0,0,1,0,1,1,2,3,0.214030916,0,0,0,0,0.071343639,0,0.071343639,Winter-2018
2019-01-16,Reccontrol,0.909090909,0,0.045454545,0,0,0,0,0.045454545,3.333333333,72,98.94520731,10.56,11.11111111,-4.444444444,310,0,14,Wednesday,2019,1,16,Winter,16,16,yes,Jan,2019,2018,22,20,0,1,0,0,0,0,1,21,22,1.571428571,1.428571429,0,0.071428571,0,0,0,0,Winter-2018
2019-01-17,Reccontrol,0.714285714,0,0,0,0,0,0,0.285714286,2.222222222,87,99.08065591,7.52,6.111111111,-1.666666667,150,0.1016,13.96666667,Thursday,2019,1,17,Winter,17,17,yes,Jan,2019,2018,7,5,0,0,0,0,0,0,2,5,7,0.501193317,0.357995227,0,0,0,0,0,0,Winter-2018
2019-01-18,Reccontrol,0.714285714,0,0,0,0.142857143,0,0,0.142857143,7.777777778,87,98.64044794,7.36,13.33333333,2.222222222,320,0,13.95,Friday,2019,1,18,Winter,18,18,yes,Jan,2019,2018,14,10,0,0,0,2,0,0,2,12,14,1.003584229,0.716845878,0,0,0,0.143369176,0,0,Winter-2018
2019-01-19,Reccontrol,0.818181818,0,0,0,0,0,0,0.181818182,8.888888889,89,98.23410212,13.28,12.22222222,5.555555556,180,1.6764,13.93333333,Saturday,2019,1,19,Winter,19,19,yes,Jan,2019,2018,11,9,0,0,0,0,0,0,2,9,11,0.789473684,0.645933015,0,0,0,0,0,0,Winter-2018
2019-01-20,Reccontrol,0.818181818,0,0.090909091,0,0,0,0,0.090909091,4.444444444,60,97.08278896,28.16,13.88888889,-5,310,0.3048,13.9,Sunday,2019,1,20,Winter,20,20,yes,Jan,2019,2018,11,9,0,1,0,0,0,0,1,10,11,0.791366906,0.647482014,0,0.071942446,0,0,0,0,Winter-2018
2019-01-22,Reccontrol,0.75,0,0,0,0,0,0.25,0,-2.222222222,35,100.2996934,7.84,2.777777778,-7.777777778,170,0,13.85,Tuesday,2019,1,22,Winter,22,22,yes,Jan,2019,2018,4,3,0,0,0,0,0,1,0,4,4,0.288808664,0.216606498,0,0,0,0,0,0.072202166,Winter-2018
2019-01-23,Reccontrol,0.333333333,0,0.333333333,0,0,0,0.333333333,0,7.777777778,72,99.21610452,6.4,15,0.555555556,190,0.1524,13.83333333,Wednesday,2019,1,23,Winter,23,23,yes,Jan,2019,2018,3,1,0,1,0,0,0,1,0,3,3,0.21686747,0.072289157,0,0.072289157,0,0,0,0.072289157,Winter-2018
2019-01-24,Reccontrol,0.714285714,0,0,0,0,0,0,0.285714286,8.333333333,77,97.38754833,24.16,16.11111111,0,180,2.2352,13.8,Thursday,2019,1,24,Winter,24,24,yes,Jan,2019,2018,7,5,0,0,0,0,0,0,2,5,7,0.507246377,0.362318841,0,0,0,0,0,0,Winter-2018
2019-01-25,Reccontrol,0,0,1,0,0,0,0,0,2.222222222,55,98.64044794,11.04,7.777777778,-3.333333333,300,0,13.78333333,Friday,2019,1,25,Winter,25,25,yes,Jan,2019,2018,1,0,0,1,0,0,0,0,0,1,1,0.072551391,0,0,0.072551391,0,0,0,0,Winter-2018
2019-01-26,Reccontrol,0.666666667,0,0.333333333,0,0,0,0,0,1.666666667,51,98.94520731,4.8,8.333333333,-5.555555556,280,0,13.75,Saturday,2019,1,26,Winter,26,26,yes,Jan,2019,2018,3,2,0,1,0,0,0,0,0,3,3,0.218181818,0.145454545,0,0.072727273,0,0,0,0,Winter-2018
2019-01-27,Reccontrol,1,0,0,0,0,0,0,0,2.777777778,56,98.64044794,7.2,10,-4.444444444,300,0,13.71666667,Sunday,2019,1,27,Winter,27,27,yes,Jan,2019,2018,2,2,0,0,0,0,0,0,0,2,2,0.145808019,0.145808019,0,0,0,0,0,0,Winter-2018
2019-01-28,Reccontrol,0.5,0,0,0,0,0,0,0.5,6.111111111,56,98.23410212,8.96,10.55555556,1.111111111,290,0,13.7,Monday,2019,1,28,Winter,28,28,yes,Jan,2019,2018,2,1,0,0,0,0,0,0,1,1,2,0.145985401,0.072992701,0,0,0,0,0,0,Winter-2018
2019-01-29,Reccontrol,0,0,1,0,0,0,0,0,2.777777778,75,97.86161845,16,8.333333333,-2.777777778,280,0.4826,13.66666667,Tuesday,2019,1,29,Winter,29,29,yes,Jan,2019,2018,1,0,0,1,0,0,0,0,0,1,1,0.073170732,0,0,0.073170732,0,0,0,0,Winter-2018
2019-01-30,Reccontrol,0,0,0.5,0,0,0,0,0.5,-0.555555556,44,98.53886149,16.96,6.111111111,-7.777777778,280,0,13.63333333,Wednesday,2019,1,30,Winter,30,30,yes,Jan,2019,2018,2,0,0,1,0,0,0,0,1,1,2,0.146699267,0,0,0.073349633,0,0,0,0,Winter-2018
2020-01-01,Reccontrol,1,0,0,0,0,0,0,0,6.666666667,61,98.09865351,10.88,11.66666667,1.666666667,290,0,14.25,Wednesday,2020,1,1,Winter,1,1,yes,Jan,2020,2019,2,2,0,0,0,0,0,0,0,2,2,0.140350877,0.140350877,0,0,0,0,0,0,Winter-2019
2020-01-02,Reccontrol,0,0,0,0,0,0,0.4,0.6,6.111111111,75,98.33568857,12,10.55555556,1.666666667,250,0.7366,14.23333333,Thursday,2020,1,2,Winter,2,2,yes,Jan,2020,2019,5,0,0,0,0,0,0,2,3,2,5,0.351288056,0,0,0,0,0,0,0.140515223,Winter-2019
2020-01-04,Reccontrol,0,0,0,0,0,0,0,1,9.444444444,82,97.55685909,20.96,15.55555556,3.333333333,290,0.4826,14.2,Saturday,2020,1,4,Winter,4,4,yes,Jan,2020,2019,12,0,0,0,0,0,0,0,12,0,12,0.845070423,0,0,0,0,0,0,0,Winter-2019
2020-01-05,Reccontrol,1,0,0,0,0,0,0,0,5,54,98.64044794,16.96,10,-0.555555556,300,0,14.18333333,Sunday,2020,1,5,Winter,5,5,yes,Jan,2020,2019,2,2,0,0,0,0,0,0,0,2,2,0.141010576,0.141010576,0,0,0,0,0,0,Winter-2019
2020-01-06,Reccontrol,0,0,0,0,0.333333333,0,0,0.666666667,6.666666667,50,98.64044794,9.28,14.44444444,-1.666666667,300,0,14.18333333,Monday,2020,1,6,Winter,6,6,yes,Jan,2020,2019,3,0,0,0,0,1,0,0,2,1,3,0.211515864,0,0,0,0,0.070505288,0,0,Winter-2019
2020-01-08,Reccontrol,0,0,0.5,0,0.5,0,0,0,6.666666667,52,99.08065591,15.04,14.44444444,-1.666666667,300,0,14.15,Wednesday,2020,1,8,Winter,8,8,yes,Jan,2020,2019,4,0,0,2,0,2,0,0,0,4,4,0.282685512,0,0,0.141342756,0,0.141342756,0,0,Winter-2019
2020-01-09,Reccontrol,0,0,0,0,0,0,0,1,4.444444444,52,100.2319691,8.96,10,-1.111111111,100,0,14.13333333,Thursday,2020,1,9,Winter,9,9,yes,Jan,2020,2019,2,0,0,0,0,0,0,0,2,0,2,0.141509434,0,0,0,0,0,0,0,Winter-2019
2020-01-10,Reccontrol,0,0,1,0,0,0,0,0,8.888888889,72,100.0287962,5.28,13.33333333,4.444444444,170,0,14.11666667,Friday,2020,1,10,Winter,10,10,yes,Jan,2020,2019,2,0,0,2,0,0,0,0,0,2,2,0.141676505,0,0,0.141676505,0,0,0,0,Winter-2019
2020-01-11,Reccontrol,0.415584416,0.051948052,0.077922078,0.038961039,0.077922078,0,0.025974026,0.311688312,16.66666667,92,99.08065591,25.6,20,13.33333333,190,1.7526,14.1,Saturday,2020,1,11,Winter,11,11,yes,Jan,2020,2019,154,64,8,12,6,12,0,4,48,106,154,10.92198582,4.539007092,0.567375887,0.85106383,0.425531915,0.85106383,0,0.283687943,Winter-2019
2020-01-12,Reccontrol,0.201465201,0.018315018,0.205128205,0.007326007,0.058608059,0,0.128205128,0.380952381,18.88888889,73,99.04679376,15.2,22.22222222,15.55555556,220,0,14.08333333,Sunday,2020,1,12,Winter,12,12,yes,Jan,2020,2019,546,110,10,112,4,32,0,70,208,338,546,38.76923078,7.810650889,0.710059172,7.952662724,0.284023669,2.27218935,0,4.970414202,Winter-2019
2020-01-13,Reccontrol,0.083333333,0,0.361111111,0,0,0,0.166666667,0.388888889,16.11111111,97,99.41927743,8.32,16.66666667,15,250,1.3462,14.06666667,Monday,2020,1,13,Winter,13,13,yes,Jan,2020,2019,72,6,0,26,0,0,0,12,28,44,72,5.118483411,0.426540284,0,1.848341232,0,0,0,0.853080569,Winter-2019
2020-01-14,Reccontrol,0.941176471,0,0.058823529,0,0,0,0,0,15.55555556,96,99.01293161,8.48,17.77777778,13.33333333,210,1.2192,14.03333333,Tuesday,2020,1,14,Winter,14,14,yes,Jan,2020,2019,34,32,0,2,0,0,0,0,0,34,34,2.422802851,2.280285036,0,0.142517815,0,0,0,0,Winter-2019
2020-01-15,Reccontrol,0,0.029411765,0.5,0,0.205882353,0,0.029411765,0.235294118,15.55555556,80,98.91134515,7.36,18.88888889,11.66666667,110,0,14.01666667,Wednesday,2020,1,15,Winter,15,15,yes,Jan,2020,2019,68,0,2,34,0,14,0,2,16,52,68,4.851367419,0,0.142687277,2.425683709,0,0.998810939,0,0.142687277,Winter-2019
2020-01-16,Reccontrol,0.225806452,0,0.193548387,0.032258065,0.032258065,0,0.032258065,0.483870968,11.66666667,50,98.91134515,22.24,16.11111111,6.666666667,310,0,14,Thursday,2020,1,16,Winter,16,16,yes,Jan,2020,2019,62,14,0,12,2,2,0,2,30,32,62,4.428571429,1,0,0.857142857,0.142857143,0.142857143,0,0.142857143,Winter-2019
2020-01-17,Reccontrol,0,0,0.25,0.25,0.25,0,0,0.25,4.444444444,37,100.2319691,12.8,7.222222222,1.111111111,30,0,13.96666667,Friday,2020,1,17,Winter,17,17,yes,Jan,2020,2019,8,0,0,2,2,2,0,0,2,6,8,0.572792363,0,0,0.143198091,0.143198091,0.143198091,0,0,Winter-2019
2020-01-19,Reccontrol,0,0,0,0,0.5,0,0,0.5,4.444444444,59,98.20023997,19.52,10.55555556,-2.222222222,320,0,13.93333333,Sunday,2020,1,19,Winter,19,19,yes,Jan,2020,2019,12,0,0,0,0,6,0,0,6,6,12,0.861244019,0,0,0,0,0.43062201,0,0,Winter-2019
2020-01-20,Reccontrol,0,0,1,0,0,0,0,0,-0.555555556,47,99.28382882,11.84,2.777777778,-3.888888889,40,0,13.9,Monday,2020,1,20,Winter,20,20,yes,Jan,2020,2019,4,0,0,4,0,0,0,0,0,4,4,0.287769784,0,0,0.287769784,0,0,0,0,Winter-2019
2020-01-21,Reccontrol,0,0,0.333333333,0,0.333333333,0,0.333333333,0,-1.666666667,46,99.69017464,12.16,2.777777778,-6.111111111,30,0,13.88333333,Tuesday,2020,1,21,Winter,21,21,yes,Jan,2020,2019,6,0,0,2,0,2,0,2,0,6,6,0.432172869,0,0,0.144057623,0,0.144057623,0,0.144057623,Winter-2019
2020-01-22,Reccontrol,0,0,0.5,0.5,0,0,0,0,0,50,99.62245034,10.24,6.111111111,-6.111111111,60,0,13.85,Wednesday,2020,1,22,Winter,22,22,yes,Jan,2020,2019,2,0,0,1,1,0,0,0,0,2,2,0.144404332,0,0,0.072202166,0.072202166,0,0,0,Winter-2019
2020-01-23,Reccontrol,0,0,1,0,0,0,0,0,1.666666667,56,99.41927743,9.12,7.222222222,-3.888888889,50,0,13.83333333,Thursday,2020,1,23,Winter,23,23,yes,Jan,2020,2019,1,0,0,1,0,0,0,0,0,1,1,0.072289157,0,0,0.072289157,0,0,0,0,Winter-2019
2020-01-24,Reccontrol,0.411764706,0,0,0.058823529,0,0,0,0.529411765,8.888888889,92,98.64044794,13.6,15,2.222222222,300,3.3782,13.8,Friday,2020,1,24,Winter,24,24,yes,Jan,2020,2019,17,7,0,0,1,0,0,0,9,8,17,1.231884058,0.507246377,0,0,0.072463768,0,0,0,Winter-2019
